"binomial","body_mass_median","litter_clutch_size","hab_breadth","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto"
"Neopteryx frosti",176.65,0.98,1,0,0,0,0,0,0,8,2,0,0
"Neoromicia brunnea",6.91,NA,1,10,0,0,0,0,0,0,0,0,0
"Neoromicia capensis",5.96,1.96,4,10,0,0,0,0,0,0,0,0,0
"Neoromicia flavescens",10.5,NA,3,10,0,0,0,0,0,0,0,0,0
"Neoromicia guineensis",5.07,NA,2,10,0,0,0,0,0,0,0,0,0
"Neoromicia helios",3.56,NA,1,10,0,0,0,0,0,0,0,0,0
"Neoromicia malagasyensis",3.53,2,1,10,0,0,0,0,0,0,0,0,0
"Neoromicia matroka",6.57,1.22,5,10,0,0,0,0,0,0,0,0,0
"Neoromicia melckorum",5.93375,1.98,2,10,0,0,0,0,0,0,0,0,0
"Neoromicia nana",3.88,1.86,7,10,0,0,0,0,0,0,0,0,0
"Neoromicia rendalli",6.42,NA,2,10,0,0,0,0,0,0,0,0,0
"Neoromicia somalica",3.53,2,3,10,0,0,0,0,0,0,0,0,0
"Neoromicia tenuipinnis",5.35,NA,3,10,0,0,0,0,0,0,0,0,0
"Neoromicia zuluensis",4.14,NA,2,10,0,0,0,0,0,0,0,0,0
"Neospiza concolor",39.2,NA,NA,0,0,0,0,0,0,5,0,5,0
"Neotetracus sinensis",49.99,4.28,2,10,0,0,0,0,0,0,0,0,0
"Neothraupis fasciata",28.1,NA,1,8,0,0,0,0,0,1,0,1,0
"Neotis denhami",3910.1,1.5,8,4,0,0,0,3,0,0,0,0,3
"Neotis heuglinii",4249.39,2,3,3,0,0,0,3,0,2,0,0,2
"Neotis ludwigii",3492.97,2,8,4,0,0,0,2,0,2,0,0,2
"Neotis nuba",5440,2,3,5,0,0,0,0,0,1,0,2,2
"Neotoma albigula",206.03,2.14,4,1,0,0,0,0,0,0,0,2,7
"Neotoma angustapalata",198,2.345,1,1,0,0,0,0,0,0,0,2,7
"Neotoma bryanti",182,2.92,2,1,0,0,0,0,0,0,0,2,7
"Neotoma chrysomelas",169.5,1.3725,2,1,0,0,0,0,0,0,0,2,7
"Neotoma cinerea",285.89,3.5075,6,1,0,0,0,0,0,0,0,2,7
"Neotoma devia",200,2.81,2,1,0,0,0,0,0,0,0,2,7
"Neotoma floridana",244.75,2.8675,5,1,0,0,0,0,0,0,0,2,7
"Neotoma fuscipes",213.26,2.755,2,1,0,0,0,0,0,0,0,2,7
"Neotoma goldmani",198,1.68,2,1,0,0,0,0,0,0,0,2,7
"Neotoma lepida",143.88,2.81,2,1,0,0,0,0,0,0,0,2,7
"Neotoma leucodon",215,2.14,3,1,0,0,0,0,0,0,0,2,7
"Neotoma macrotis",225.74,2.72,3,1,0,0,0,0,0,0,0,2,7
"Neotoma magister",447,2.075,3,1,0,0,0,0,0,0,0,2,7
"Neotoma mexicana",203,2.4675,4,1,0,0,0,0,0,0,0,2,7
"Neotoma micropus",237.5,2.325,1,1,0,0,0,0,0,0,0,2,7
"Neotoma nelsoni",198,2.14,1,1,0,0,0,0,0,0,0,2,7
"Neotoma palatina",198,2.14,1,1,0,0,0,0,0,0,0,2,7
"Neotoma phenax",227.495,2,1,1,0,0,0,0,0,0,0,2,7
"Neotoma stephensi",149.22,1.88,2,1,0,0,0,0,0,0,0,2,7
"Neotomodon alstoni",44.64,3.225,1,5,0,0,0,0,1,2,0,2,0
"Neotomys ebriosus",64.5,NA,4,2,0,0,0,0,0,1,0,4,3
"Neotragus batesi",2967.45,1,3,0,0,0,0,0,0,2,0,1,7
"Neotragus pygmaeus",4000,1,3,0,0,0,0,0,0,2,0,0,8
"Neovison vison",1100,4.76,5,1,5,2,2,0,0,0,0,0,0
"Neoxolmis rufiventris",77,2.4,6,10,0,0,0,0,0,0,0,0,0
"Nephelomyias lintoni",9.775,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephelomyias ochraceiventris",10.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephelomyias pulcher",9.525,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephelomys albigularis",60.5,3.4,1,2,0,0,0,0,0,2,0,2,4
"Nephelomys auriventer",60.5,3.4,4,2,0,0,0,0,0,2,0,2,4
"Nephelomys caracolus",60.5,3.4,1,2,0,0,0,0,0,2,0,2,4
"Nephelomys devius",57.93,3.4,1,2,0,0,0,0,0,2,0,2,4
"Nephelomys keaysi",58.3,3.4,1,2,0,0,0,0,0,2,0,2,4
"Nephelomys levipes",60.5,3.4,1,2,0,0,0,0,0,2,0,2,4
"Nephelomys meridensis",57.93,3.4,1,2,0,0,0,0,0,2,0,2,4
"Nephelornis oneilli",16.17,NA,3,9,0,0,0,0,0,0,0,0,1
"Nesasio solomonensis",1155,NA,1,0,10,0,0,0,0,0,0,0,0
"Nesillas brevicaudata",17.1125,2,2,10,0,0,0,0,0,0,0,0,0
"Nesillas lantzii",19.715,2,3,10,0,0,0,0,0,0,0,0,0
"Nesillas longicaudata",19.35,2,NA,10,0,0,0,0,0,0,0,0,0
"Nesillas mariae",16,NA,1,8,0,0,0,0,0,0,0,2,0
"Nesillas typica",19.7275,2,3,10,0,0,0,0,0,0,0,0,0
"Nesocharis ansorgei",8.3875,2.9,4,0,0,0,0,0,0,0,0,10,0
"Nesocharis capistrata",11.7,4,4,2,0,0,0,0,0,2,0,5,1
"Nesocharis shelleyi",7.6,3,4,5,0,0,0,0,0,0,0,5,0
"Nesocichla eremita",90.995,3,NA,7,0,0,0,0,0,3,0,0,0
"Nesoctites micromegas",32.595,2.9,6,8,0,0,0,0,0,2,0,0,0
"Nesoenas mayeri",308.88,2,2,0,0,0,0,0,0,0,0,0,10
"Nesoenas picturatus",308.88,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nesofregetta fuliginosa",68.25,1,4,6,0,0,4,0,0,0,0,0,0
"Nesokia bunnii",109.16694402,NA,1,0,0,0,0,0,0,2,0,3,5
"Nesokia indica",178.08,4.1575,8,0,0,0,0,0,0,2,0,3,5
"Nesolagus netscheri",1511.67,NA,2,0,0,0,0,0,0,0,0,0,10
"Nesolagus timminsi",1505.835,NA,2,0,0,0,0,0,0,0,0,0,10
"Nesomys audeberti",212.5,NA,1,0,0,0,0,0,0,5,0,5,0
"Nesomys lambertoni",155,NA,1,0,0,0,0,0,0,5,0,5,0
"Nesomys rufus",163.96,NA,2,0,0,0,0,0,0,5,0,5,0
"Nesopsar nigerrimus",39,NA,1,4,0,0,0,0,0,2,0,3,1
"Nesoromys ceramicus",65.61694402,NA,1,4,0,0,0,0,0,0,0,3,3
"Nesoryzomys fernandinae",32.4,NA,1,2,0,0,0,0,0,1,0,4,3
"Nesoryzomys narboroughi",68.65,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nesoryzomys swarthi",99.475,NA,3,2,0,0,0,0,0,1,0,4,3
"Nesospingus speculiferus",35.2,2,3,7,0,1,0,0,0,1,0,1,0
"Nesospiza acunhae",32.1575,NA,2,4,0,0,0,0,0,2,0,3,1
"Nesospiza questi",32.1575,NA,2,4,0,0,0,0,0,2,0,3,1
"Nesospiza wilkinsi",42.965,NA,2,4,0,0,0,0,0,2,0,3,1
"Nesotragus moschatus",6499.95,1,5,0,0,0,0,0,0,2,0,0,8
"Nesotriccus ridgwayi",11,NA,4,9,0,0,0,0,0,1,0,0,0
"Nestor meridionalis",428.505,4.5,2,1,0,0,0,0,0,4,1,1,3
"Nestor notabilis",865.235,2.75,6,0,0,0,0,0,1,3,0,0,6
"Netta erythrophthalma",781.69,8.85,6,1,0,0,0,0,0,0,0,6,3
"Netta peposaca",1002.495,10,2,0,0,0,0,0,0,0,0,2,8
"Netta rufina",1118,9,3,0,0,0,0,0,0,0,0,3,7
"Nettapus auritus",269.25,9,4,2,0,0,2,0,0,0,0,4,2
"Nettapus coromandelianus",369.165,10,3,1,0,0,0,0,0,0,0,3,6
"Nettapus pulchellus",306.24,10,7,1,0,0,0,0,0,0,0,2,7
"Neurotrichus gibbsii",9.56,2.9,4,9,0,0,0,0,0,0,0,0,1
"Neusticomys ferreirai",42.72,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neusticomys monticolus",39.5,1.94,2,8,0,0,0,2,0,0,0,0,0
"Neusticomys mussoi",40,NA,1,8,0,0,0,2,0,0,0,0,0
"Neusticomys oyapocki",47,NA,3,8,0,0,0,2,0,0,0,0,0
"Neusticomys peruviensis",40,NA,2,8,0,0,0,2,0,0,0,0,0
"Neusticomys venezuelae",47.1,NA,2,8,0,0,0,2,0,0,0,0,0
"Newtonia amphichroa",12.6,NA,3,10,0,0,0,0,0,0,0,0,0
"Newtonia archboldi",7.7875,NA,2,10,0,0,0,0,0,0,0,0,0
"Newtonia brunneicauda",10.2625,NA,5,10,0,0,0,0,0,0,0,0,0
"Newtonia fanovanae",12.7,NA,1,10,0,0,0,0,0,0,0,0,0
"Nicator chloris",45.25,1,5,6,0,2,0,0,0,1,0,1,0
"Nicator gularis",43.79,2.45,8,10,0,0,0,0,0,0,0,0,0
"Nicator vireo",23.6,2,4,10,0,0,0,0,0,0,0,0,0
"Nigrita bicolor",10.4875,2.75,5,4,0,1,0,0,0,2,1,1,1
"Nigrita canicapillus",18.7,4.7,2,5,0,0,0,0,0,2,1,2,0
"Nigrita fusconotus",8.9875,4.35,1,6,0,0,0,0,0,2,1,1,0
"Nigrita luteifrons",13.2,4,2,6,0,0,0,0,0,3,0,1,0
"Nilaus afer",20.155,2,3,10,0,0,0,0,0,0,0,0,0
"Nilgiritragus hylocrius",75000,1.355,2,0,0,0,0,0,0,0,0,0,10
"Niltava davidi",25.15,NA,1,5,0,0,0,0,0,5,0,0,0
"Niltava grandis",30.75,4,3,5,0,1,0,0,0,4,0,0,0
"Niltava macgrigoriae",12.1,4,6,8,0,0,0,0,0,2,0,0,0
"Niltava sumatrana",25.15,NA,1,5,0,0,0,0,0,5,0,0,0
"Niltava sundara",21.175,4,3,8,0,0,0,0,0,2,0,0,0
"Niltava vivida",33,NA,1,10,0,0,0,0,0,0,0,0,0
"Ningaui ridei",9.21,5.99,3,8,0,0,0,2,0,0,0,0,0
"Ningaui timealeyi",6.37,5.775,3,8,0,0,0,2,0,0,0,0,0
"Ningaui yvonneae",11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox affinis",269.98,3.2,3,10,0,0,0,0,0,0,0,0,0
"Ninox boobook",247.845,2.5,10,6,2,2,0,0,0,0,0,0,0
"Ninox burhani",99,NA,3,7,2,0,0,1,0,0,0,0,0
"Ninox connivens",573.245,2.45,10,2,8,0,0,0,0,0,0,0,0
"Ninox forbesi",210,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox granti",262.884583333333,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox hantu",262.884583333333,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox hypogramma",210,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox ios",86,NA,1,7,2,0,0,1,0,0,0,0,0
"Ninox jacquinoti",214.905,NA,2,8,0,0,0,2,0,0,0,0,0
"Ninox japonica",191,3.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox leucopsis",262.884583333333,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox leventisi",262.884583333333,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox malaitae",262.884583333333,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox meeki",209,NA,3,7,2,0,0,1,0,0,0,0,0
"Ninox mindorensis",122.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox natalis",187,NA,2,8,1,1,0,0,0,0,0,0,0
"Ninox novaeseelandiae",189.185,2.5,5,7,2,1,0,0,0,0,0,0,0
"Ninox obscura",191,3.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox ochracea",348.96,NA,2,7,2,0,0,1,0,0,0,0,0
"Ninox odiosa",209,NA,1,5,0,0,0,5,0,0,0,0,0
"Ninox philippensis",125.195,NA,3,5,5,0,0,0,0,0,0,0,0
"Ninox punctulata",151,NA,5,7,2,0,0,1,0,0,0,0,0
"Ninox randi",191,3.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox reyi",122.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox roseoaxillaris",262.884583333333,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox rudolfi",271.98,2.5,4,7,0,0,0,3,0,0,0,0,0
"Ninox rufa",920.835,2,5,3,7,0,0,0,0,0,0,0,0
"Ninox rumseyi",262.884583333333,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox scutulata",191,3.2,9,6,2,2,0,0,0,0,0,0,0
"Ninox spilocephala",122.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox spilonotus",122.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninox squamipila",210,NA,2,10,0,0,0,0,0,0,0,0,0
"Ninox strenua",1335.4475,2,3,0,10,0,0,0,0,0,0,0,0
"Ninox sumbaensis",90,NA,2,7,2,0,0,1,0,0,0,0,0
"Ninox theomacha",125,2,2,10,0,0,0,0,0,0,0,0,0
"Ninox variegata",348.96,NA,2,10,0,0,0,0,0,0,0,0,0
"Nipponia nippon",1900,3,5,2,0,1,7,0,0,0,0,0,0
"Nisaetus alboniger",829.995,NA,2,0,8,2,0,0,0,0,0,0,0
"Nisaetus bartelsi",1391.37,1,3,0,8,2,0,0,0,0,0,0,0
"Nisaetus cirrhatus",1530.06,1,7,0,5,5,0,0,0,0,0,0,0
"Nisaetus floris",1530.06,1,3,0,5,5,0,0,0,0,0,0,0
"Nisaetus lanceolatus",1391.37,NA,2,0,8,2,0,0,0,0,0,0,0
"Nisaetus nanus",558.88,NA,1,0,8,2,0,0,0,0,0,0,0
"Nisaetus nipalensis",3002.495,1,3,0,8,2,0,0,0,0,0,0,0
"Nisaetus philippensis",1168,NA,2,0,10,0,0,0,0,0,0,0,0
"Nisaetus pinskeri",1425.27875,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niviventer andersoni",147,NA,1,2,0,0,0,0,0,2,0,2,4
"Niviventer brahma",97.3,NA,1,2,0,0,0,0,0,2,0,2,4
"Niviventer cameroni",83.06,4.41,1,2,0,0,0,0,0,2,0,2,4
"Niviventer confucianus",65,NA,4,2,0,0,0,0,0,2,0,2,4
"Niviventer coninga",80.65,2.37,2,2,0,0,0,0,0,2,0,2,4
"Niviventer cremoriventer",71.54,3.7,1,2,0,0,0,0,0,2,0,2,4
"Niviventer culturatus",81.17,NA,1,2,0,0,0,0,0,2,0,2,4
"Niviventer eha",53.6,4.86,1,2,0,0,0,0,0,2,0,2,4
"Niviventer excelsior",102,NA,1,2,0,0,0,0,0,2,0,2,4
"Niviventer fraternus",83.06,4.41,1,2,0,0,0,0,0,2,0,2,4
"Niviventer fulvescens",81.79,4.41,3,2,0,0,0,0,0,2,0,2,4
"Niviventer hinpoon",74.105625,NA,2,2,0,0,0,0,0,2,0,2,4
"Niviventer langbianis",69.8,3.7,2,2,0,0,0,0,0,2,0,2,4
"Niviventer lepturus",84.8,NA,1,2,0,0,0,0,0,2,0,2,4
"Niviventer niviventer",100,NA,3,2,0,0,0,0,0,2,0,2,4
"Niviventer rapit",79.73,NA,2,2,0,0,0,0,0,2,0,2,4
"Niviventer tenaster",103,3.7,1,2,0,0,0,0,0,2,0,2,4
"Noctilio albiventris",31.46,0.995,2,8,0,0,2,0,0,0,0,0,0
"Noctilio leporinus",44,1,6,5,0,0,5,0,0,0,0,0,0
"Nomascus concolor",6410.47,1.005,2,1,0,0,0,0,0,8,0,0,1
"Nomascus gabriellae",6850.16,1,2,1,0,0,0,0,0,8,0,0,1
"Nomascus hainanus",7320.08,NA,2,1,0,0,0,0,0,8,0,0,1
"Nomascus leucogenys",7320,1,2,1,0,0,0,0,0,8,0,0,1
"Nomascus nasutus",6410.47,1.005,1,1,0,0,0,0,0,8,0,0,1
"Nomascus siki",6621.085,1,2,1,0,0,0,0,0,8,0,0,1
"Nomonyx dominicus",362.11,5,4,2,0,0,0,0,0,0,0,2,6
"Nonnula amaurocephala",15.495,NA,1,10,0,0,0,0,0,0,0,0,0
"Nonnula brunnea",14.5,NA,2,10,0,0,0,0,0,0,0,0,0
"Nonnula frontalis",16.025,NA,3,10,0,0,0,0,0,0,0,0,0
"Nonnula rubecula",18.425,NA,5,10,0,0,0,0,0,0,0,0,0
"Nonnula ruficapilla",22,NA,4,10,0,0,0,0,0,0,0,0,0
"Nonnula sclateri",15.98,NA,3,10,0,0,0,0,0,0,0,0,0
"Northiella haematogaster",85.835,5,6,1,0,0,0,0,0,3,0,3,3
"Notharchus hyperrhynchus",102.33666665,NA,8,8,0,0,0,1,0,0,0,0,1
"Notharchus macrorhynchos",102.33666665,NA,8,8,0,0,0,1,0,0,0,0,1
"Notharchus ordii",52.7875,NA,3,10,0,0,0,0,0,0,0,0,0
"Notharchus pectoralis",69.1,3,3,9,0,1,0,0,0,0,0,0,0
"Notharchus subtectus",73.0187499916667,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notharchus swainsoni",84.75166665,NA,2,8,0,0,0,1,0,0,0,0,1
"Notharchus tectus",26.8,2,9,10,0,0,0,0,0,0,0,0,0
"Nothocercus bonapartei",763,4,2,3,0,0,0,2,0,5,0,0,0
"Nothocercus julius",674.5,NA,1,3,0,0,0,2,0,3,0,2,0
"Nothocercus nigrocapillus",586,NA,1,0,0,0,0,0,0,0,0,10,0
"Nothocrax urumutum",1587.5,2,2,0,0,0,0,0,0,7,0,1,2
"Nothoprocta cinerascens",524.945,9,8,6,0,0,0,0,0,2,0,2,0
"Nothoprocta curvirostris",376,NA,2,4,0,0,0,0,0,1,0,2,3
"Nothoprocta ornata",621.135,7.2,2,2,0,0,0,0,0,1,0,2,5
"Nothoprocta pentlandii",302.74,6.5,2,2,0,0,0,0,0,1,0,2,5
"Nothoprocta perdicaria",458,8,3,4,0,0,0,0,0,1,0,2,3
"Nothoprocta taczanowskii",475.31,NA,1,4,0,0,0,0,0,1,0,2,3
"Nothura boraquira",284.25,4,4,4,0,0,0,0,0,2,0,4,0
"Nothura chacoensis",238.1025,5.5,3,4,0,0,0,0,0,2,0,4,0
"Nothura darwinii",245.1025,6,7,5,0,0,0,0,0,0,0,4,1
"Nothura maculosa",253.8025,5.5,6,4,0,0,0,0,0,3,0,3,0
"Nothura minor",165.9,NA,3,4,0,0,0,0,0,2,0,4,0
"Notiochelidon flavipes",9.8375,NA,NA,10,0,0,0,0,0,0,0,0,0
"Notiochelidon murina",11.7,2.4,NA,10,0,0,0,0,0,0,0,0,0
"Notiochelidon pileata",12.275,4,NA,10,0,0,0,0,0,0,0,0,0
"Notiomys edwardsii",21.3,NA,3,8,0,0,0,0,0,0,0,2,0
"Notiomystis cincta",91.435,4,1,3,0,0,0,0,0,3,4,0,0
"Notiosorex cockrumi",4.9275,NA,2,10,0,0,0,0,0,0,0,0,0
"Notiosorex crawfordi",4.39,3.725,4,10,0,0,0,0,0,0,0,0,0
"Notiosorex evotis",5.28,3.76,2,10,0,0,0,0,0,0,0,0,0
"Notiosorex villai",4.9275,NA,1,10,0,0,0,0,0,0,0,0,0
"Notomys alexis",33.67,3.955,2,0,0,0,0,0,0,4,0,3,3
"Notomys aquilo",38.995,3,3,0,0,0,0,0,0,4,0,3,3
"Notomys cervinus",34.79,2.92,1,0,0,0,0,0,0,4,0,3,3
"Notomys fuscus",37.14,3.0275,2,0,0,0,0,0,0,4,0,3,3
"Notomys mitchellii",52,3.28,1,0,0,0,0,0,0,4,0,3,3
"Notopteris macdonaldi",68.17,0.99,3,0,0,0,0,0,0,4,6,0,0
"Notopteris neocaledonica",68.17,0.9975,2,0,0,0,0,0,0,4,6,0,0
"Notoryctes caurinus",34,1.5,3,9,0,0,0,0,0,0,0,1,0
"Notoryctes typhlops",55,1.25,3,9,0,0,0,0,0,0,0,1,0
"Nucifraga caryocatactes",182.755,3.5,3,3,1,0,0,0,0,0,0,6,0
"Nucifraga columbiana",129.905,3,3,2,1,1,0,0,1,0,0,5,0
"Numenius americanus",609.805,4,4,9,0,0,0,0,0,1,0,0,0
"Numenius arquata",768.995,4,16,4,0,0,0,0,0,3,0,3,0
"Numenius madagascariensis",808.375,4,6,9,0,0,0,0,0,1,0,0,0
"Numenius minutus",172.625,4,4,8,0,0,0,0,0,1,0,1,0
"Numenius phaeopus",373.785,4,21,6,0,0,0,0,0,2,0,1,1
"Numenius tahitiensis",409.19,4,4,4,0,0,1,0,1,2,0,0,2
"Numenius tenuirostris",307.875,4,6,10,0,0,0,0,0,0,0,0,0
"Numida meleagris",1337,8.75,7,3,0,0,0,0,0,1,0,2,4
"Nyctalus aviator",28.97666667,1.8875,1,10,0,0,0,0,0,0,0,0,0
"Nyctalus azoreum",21.85,1.5,3,10,0,0,0,0,0,0,0,0,0
"Nyctalus furvus",26.44,1.165,2,10,0,0,0,0,0,0,0,0,0
"Nyctalus lasiopterus",45.98,1.82,2,10,0,0,0,0,0,0,0,0,0
"Nyctalus leisleri",13.28,1.615,4,10,0,0,0,0,0,0,0,0,0
"Nyctalus montanus",21.85,1.5,4,10,0,0,0,0,0,0,0,0,0
"Nyctalus noctula",28,1.2475,4,10,0,0,0,0,0,0,0,0,0
"Nyctalus plancyi",26.44,1.165,5,10,0,0,0,0,0,0,0,0,0
"Nyctanassa violacea",682.085,3.52,4,1,0,0,6,3,0,0,0,0,0
"Nyctereutes procyonoides",4214.99,6.33,5,2,1,3,0,0,0,3,0,1,0
"Nycteris arge",10.79,0.98,3,8,1,1,0,0,0,0,0,0,0
"Nycteris aurita",11.86,0.995,1,6,2,2,0,0,0,0,0,0,0
"Nycteris gambiensis",7.13,1,5,8,1,1,0,0,0,0,0,0,0
"Nycteris grandis",29.9,1,4,4,3,2,1,0,0,0,0,0,0
"Nycteris hispida",7.98,0.9925,5,8,1,1,0,0,0,0,0,0,0
"Nycteris intermedia",10.65,NA,1,8,1,1,0,0,0,0,0,0,0
"Nycteris javanica",17.78,1,2,8,1,1,0,0,0,0,0,0,0
"Nycteris macrotis",14.49,0.99,4,8,1,1,0,0,0,0,0,0,0
"Nycteris madagascariensis",17.69,0.99,1,6,2,2,0,0,0,0,0,0,0
"Nycteris major",13.07636364,NA,1,8,1,1,0,0,0,0,0,0,0
"Nycteris nana",6.98,1,3,8,1,1,0,0,0,0,0,0,0
"Nycteris parisii",11.86,NA,1,6,2,2,0,0,0,0,0,0,0
"Nycteris thebaica",9.2,1,8,8,1,1,0,0,0,0,0,0,0
"Nycteris tragata",14.4,1,4,8,1,1,0,0,0,0,0,0,0
"Nycteris vinsoni",13.07636364,0.99,1,6,2,2,0,0,0,0,0,0,0
"Nycteris woodi",7.6,NA,2,8,1,1,0,0,0,0,0,0,0
"Nyctibius aethereus",440.475,NA,1,10,0,0,0,0,0,0,0,0,0
"Nyctibius bracteatus",51.825,NA,2,10,0,0,0,0,0,0,0,0,0
"Nyctibius grandis",546.5,1,4,9,1,0,0,0,0,0,0,0,0
"Nyctibius griseus",172.27,1,6,10,0,0,0,0,0,0,0,0,0
"Nyctibius jamaicensis",241.60333335,1,4,10,0,0,0,0,0,0,0,0,0
"Nyctibius leucopterus",86.4,NA,1,10,0,0,0,0,0,0,0,0,0
"Nyctibius maculosus",129.27,NA,1,10,0,0,0,0,0,0,0,0,0
"Nycticebus bengalensis",1137.36,1.035,2,4,3,1,0,0,0,2,0,0,0
"Nycticebus coucang",924.55,1.0775,3,4,3,1,0,0,0,2,0,0,0
"Nycticebus javanicus",803.5,1.0775,4,4,3,1,0,0,0,2,0,0,0
"Nycticebus menagensis",803.5,1.0775,3,4,3,1,0,0,0,2,0,0,0
"Nycticebus pygmaeus",900,1.435,3,4,3,1,0,0,0,2,0,0,0
"Nycticeinops schlieffeni",5.05,2.54,4,10,0,0,0,0,0,0,0,0,0
"Nycticeius cubanus",8.99,1.47,NA,10,0,0,0,0,0,0,0,0,0
"Nycticeius humeralis",8.99,1.705,2,10,0,0,0,0,0,0,0,0,0
"Nycticorax caledonicus",856,3.2,12,2,1,3,3,0,1,0,0,0,0
"Nycticorax nycticorax",805,4,6,3,2,3,2,0,0,0,0,0,0
"Nycticryphes semicollaris",76.6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctidromus albicollis",55.92,2,8,10,0,0,0,0,0,0,0,0,0
"Nyctidromus anthonyi",36.8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctiellus lepidus",4.48,NA,1,10,0,0,0,0,0,0,0,0,0
"Nyctimene aello",85.26,0.98,3,0,0,0,0,0,0,10,0,0,0
"Nyctimene albiventer",29.95,0.985,2,0,0,0,0,0,0,10,0,0,0
"Nyctimene cephalotes",44.92,0.98,2,0,0,0,0,0,0,10,0,0,0
"Nyctimene certans",43.24,NA,3,0,0,0,0,0,0,10,0,0,0
"Nyctimene cyclotis",48,NA,3,0,0,0,0,0,0,10,0,0,0
"Nyctimene draconilla",30.05,0.99,3,0,0,0,0,0,0,10,0,0,0
"Nyctimene keasti",51.64,0.99,2,0,0,0,0,0,0,10,0,0,0
"Nyctimene major",104.15,NA,3,0,0,0,0,0,0,10,0,0,0
"Nyctimene malaitensis",78.39,NA,1,0,0,0,0,0,0,10,0,0,0
"Nyctimene masalai",52.3,0.99,1,0,0,0,0,0,0,10,0,0,0
"Nyctimene minutus",45.56,NA,1,0,0,0,0,0,0,10,0,0,0
"Nyctimene rabori",68.25,1,2,0,0,0,0,0,0,10,0,0,0
"Nyctimene robinsoni",48.83,0.9925,4,0,0,0,0,0,0,10,0,0,0
"Nyctimene sanctacrucis",56.67,NA,1,0,0,0,0,0,0,10,0,0,0
"Nyctimene vizcaccia",40,0.98,2,0,0,0,0,0,0,10,0,0,0
"Nyctinomops aurispinosus",18.43,1,4,10,0,0,0,0,0,0,0,0,0
"Nyctinomops femorosaccus",14.63,0.99,3,10,0,0,0,0,0,0,0,0,0
"Nyctinomops laticaudatus",13.12,0.9925,4,10,0,0,0,0,0,0,0,0,0
"Nyctinomops macrotis",18.4,0.9925,3,10,0,0,0,0,0,0,0,0,0
"Nyctiphrynus mcleodii",34.975,2,2,10,0,0,0,0,0,0,0,0,0
"Nyctiphrynus ocellatus",40.575,2,2,10,0,0,0,0,0,0,0,0,0
"Nyctiphrynus rosenbergi",49.875,2,1,10,0,0,0,0,0,0,0,0,0
"Nyctiphrynus yucatanicus",23.7,NA,3,10,0,0,0,0,0,0,0,0,0
"Nyctipolus hirundinaceus",36.85,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctipolus nigrescens",36.85,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nyctiprogne leucopyga",27.3,NA,4,10,0,0,0,0,0,0,0,0,0
"Nyctiprogne vielliardi",41,NA,1,10,0,0,0,0,0,0,0,0,0
"Nyctomys sumichrasti",53.33,2,1,0,0,0,0,0,0,4,0,4,2
"Nyctophilus arnhemensis",6.83,2,4,10,0,0,0,0,0,0,0,0,0
"Nyctophilus bifax",9.89,2,2,10,0,0,0,0,0,0,0,0,0
"Nyctophilus geoffroyi",8,NA,14,10,0,0,0,0,0,0,0,0,0
"Nyctophilus gouldi",11.32,1.655,3,10,0,0,0,0,0,0,0,0,0
