"binomial","body_mass_median","litter_clutch_size","hab_breadth","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto"
"Scytalopus stilesi",21.65,NA,1,10,0,0,0,0,0,0,0,0,0
"Scytalopus superciliaris",16.775,2.2,1,10,0,0,0,0,0,0,0,0,0
"Scytalopus unicolor",17.71,2,2,10,0,0,0,0,0,0,0,0,0
"Scytalopus urubambae",13,2.4,1,10,0,0,0,0,0,0,0,0,0
"Scytalopus vicinior",23.045,2,1,10,0,0,0,0,0,0,0,0,0
"Scytalopus zimmeri",15.35,2.4,4,6,0,0,0,0,0,0,0,4,0
"Scythrops novaehollandiae",684.045,2.08,2,3,0,0,0,0,1,6,0,0,0
"Seicercus affinis",6.96,4.5,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus burkii",7.1375,NA,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus castaniceps",5.225,3.9,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus grammiceps",5,NA,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus montis",6.3,2,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus omeiensis",7.3,NA,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus poliogenys",6.35,4,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus soror",7.3,NA,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus tephrocephalus",7.1375,NA,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus valentini",7.1375,NA,NA,10,0,0,0,0,0,0,0,0,0
"Seicercus whistleri",7.1375,NA,NA,10,0,0,0,0,0,0,0,0,0
"Seiurus aurocapilla",19.1,4.5,4,7,0,1,0,0,0,1,0,1,0
"Sekeetamys calurus",56.61,2.9,2,2,0,0,0,0,0,1,0,2,5
"Selasphorus ardens",3.08,NA,3,1,0,0,0,0,0,0,9,0,0
"Selasphorus calliope",2.6325,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Selasphorus flammula",2.6825,2,5,1,0,0,0,0,0,0,9,0,0
"Selasphorus platycercus",3.545,2,6,1,0,0,0,0,0,0,9,0,0
"Selasphorus rufus",3.5,2,6,1,0,0,0,0,0,0,9,0,0
"Selasphorus sasin",3.26375,2.005,5,1,0,0,0,0,0,0,9,0,0
"Selasphorus scintilla",2.2,2,5,1,0,0,0,0,0,0,9,0,0
"Selenidera gouldii",177.325,2.7,4,0,0,0,0,0,0,10,0,0,0
"Selenidera langsdorffii",171.318333333333,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Selenidera maculirostris",164.125,2.7,3,2,0,0,0,0,0,8,0,0,0
"Selenidera nattereri",161.2,NA,2,0,0,0,0,0,0,6,0,4,0
"Selenidera piperivora",147,2.7,1,4,0,0,0,0,0,6,0,0,0
"Selenidera reinwardtii",159.26,NA,2,4,0,0,0,0,0,6,0,0,0
"Selenidera spectabilis",219,2.9,2,2,0,0,0,0,0,8,0,0,0
"Seleucidis melanoleucus",170.215,1,2,3,0,2,0,0,0,3,2,0,0
"Selevinia betpakdalaensis",17.12,6.9,1,10,0,0,0,0,0,0,0,0,0
"Semioptera wallacii",141.67,NA,2,4,0,0,0,0,0,6,0,0,0
"Semnopithecus ajax",12679.29,1.02,1,0,0,0,0,0,0,2,0,1,7
"Semnopithecus dussumieri",12679.29,1.02,10,0,0,0,0,0,0,1,0,1,8
"Semnopithecus entellus",12679.29,1.02,10,0,0,0,0,0,0,1,0,0,9
"Semnopithecus hector",12679.29,1.02,2,0,0,0,0,0,0,2,0,1,7
"Semnopithecus hypoleucos",10026.65,1.02,3,0,0,0,0,0,0,2,0,1,7
"Semnopithecus priam",12679.29,1.02,4,0,0,0,0,0,0,4,0,0,6
"Semnopithecus schistaceus",12679.29,1.02,4,0,0,0,0,0,0,1,0,1,8
"Semnornis frantzii",58.475,4.75,2,2,0,0,0,0,0,8,0,0,0
"Semnornis ramphastinus",97.9,2.7,2,4,0,0,0,0,0,6,0,0,0
"Sephanoides fernandensis",8.84,NA,4,0,0,0,0,0,0,0,10,0,0
"Sephanoides sephaniodes",5.185,2,7,0,0,0,0,0,0,0,10,0,0
"Sericornis arfakianus",8.625,NA,2,10,0,0,0,0,0,0,0,0,0
"Sericornis beccarii",11.80875,2.65,4,10,0,0,0,0,0,0,0,0,0
"Sericornis citreogularis",17.5,2.75,2,7,0,0,0,0,0,1,0,1,1
"Sericornis frontalis",13.215,2.7,7,6,0,0,0,0,0,2,0,2,0
"Sericornis humilis",18.275,2.45,4,8,0,0,0,0,0,0,0,2,0
"Sericornis keri",11.39,2,2,10,0,0,0,0,0,0,0,0,0
"Sericornis magnirostra",9.775,3.25,7,10,0,0,0,0,0,0,0,0,0
"Sericornis nouhuysi",16.8625,NA,2,8,0,0,0,0,0,0,0,2,0
"Sericornis papuensis",11.2,1,2,10,0,0,0,0,0,0,0,0,0
"Sericornis perspicillatus",9,NA,3,10,0,0,0,0,0,0,0,0,0
"Sericornis rufescens",12,NA,3,10,0,0,0,0,0,0,0,0,0
"Sericornis spilodera",11.7,NA,2,10,0,0,0,0,0,0,0,0,0
"Sericornis virgatus",12.24375,2.65,NA,10,0,0,0,0,0,0,0,0,0
"Sericossypha albocristata",114,NA,1,7,0,0,0,0,0,2,0,1,0
"Sericulus aureus",172.125,NA,3,4,0,0,0,0,0,6,0,0,0
"Sericulus bakeri",176.73,NA,2,4,0,0,0,0,0,6,0,0,0
"Sericulus chrysocephalus",99.745,1.5,3,0,0,0,0,0,0,10,0,0,0
"Serilophus lunatus",34,3.6,4,10,0,0,0,0,0,0,0,0,0
"Serinus alario",12.1,2.8,2,1,0,0,0,0,0,0,0,8,1
"Serinus albogularis",27.1,NA,NA,1,0,0,0,0,0,3,0,3,3
"Serinus ankoberensis",14.9,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus atrogularis",11.4,NA,NA,1,0,0,0,0,0,1,0,7,1
"Serinus buchanani",15.37,NA,NA,0,0,0,0,0,0,2,0,8,0
"Serinus burtoni",30.5,NA,NA,0,0,0,0,0,0,3,0,7,0
"Serinus canaria",22.65,3.81,6,1,0,0,0,0,0,1,0,7,1
"Serinus canicollis",15.2,3.2,6,1,0,0,0,0,0,0,0,7,2
"Serinus capistratus",15.37,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus citrinelloides",12.99,NA,NA,1,0,0,0,0,0,1,0,6,2
"Serinus citrinipectus",11.2,NA,NA,1,0,0,0,0,0,0,0,7,2
"Serinus donaldsoni",24,NA,NA,0,0,0,0,0,0,2,0,8,0
"Serinus dorsostriatus",15.13,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus estherae",15.37,NA,NA,0,0,0,0,0,0,5,0,5,0
"Serinus flavigula",15.37,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus flaviventris",16.2,NA,NA,2,0,0,0,0,0,0,0,4,4
"Serinus flavivertex",14.425,3.2,2,2,0,0,0,0,0,0,0,8,0
"Serinus frontalis",12.3,NA,NA,1,0,0,0,0,0,1,0,6,2
"Serinus gularis",16,NA,NA,2,0,0,0,0,0,2,0,2,4
"Serinus hypostictus",13,NA,NA,1,0,0,0,0,0,1,0,6,2
"Serinus koliensis",13.6,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus leucopterus",22.1,NA,NA,1,0,0,0,0,0,2,0,3,4
"Serinus leucopygius",10.8,NA,NA,0,0,0,0,0,0,0,0,8,2
"Serinus melanochrous",15.37,NA,NA,0,0,0,0,0,0,2,0,8,0
"Serinus menachensis",15.37,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus mennelli",15.39,NA,NA,1,0,0,0,0,0,1,2,2,4
"Serinus mozambicus",11.87,NA,NA,1,0,0,0,0,0,0,0,5,4
"Serinus nigriceps",15.37,2.5,2,0,0,0,0,0,0,0,0,10,0
"Serinus pusillus",11.6325,4.25,3,0,0,0,0,0,0,0,0,10,0
"Serinus reichardi",15.42,NA,NA,2,0,0,0,0,0,0,0,8,0
"Serinus reichenowi",15.9888953488372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serinus rothschildi",14,NA,NA,1,0,0,0,0,0,0,0,7,2
"Serinus rufobrunneus",25.9,NA,NA,1,0,0,0,0,0,3,0,3,3
"Serinus scotops",14.2,NA,NA,0,0,0,0,0,0,3,0,3,4
"Serinus serinus",11.575,3.6,7,0,0,0,0,0,0,0,0,10,0
"Serinus striolatus",22.4,NA,NA,3,0,0,0,0,0,3,0,4,0
"Serinus sulphuratus",27.9,NA,NA,1,0,0,0,0,0,1,0,6,2
"Serinus symonsi",15.8,NA,NA,3,0,0,0,0,0,0,0,4,3
"Serinus syriacus",11.7,4,3,3,0,0,0,0,0,0,0,7,0
"Serinus thibetanus",10.48,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus totta",13.4,NA,NA,2,0,0,0,0,0,0,0,3,5
"Serinus tristriatus",15.5,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus xantholaemus",11.8,NA,NA,0,0,0,0,0,0,0,0,10,0
"Serinus xanthopygius",15.37,NA,NA,1,0,0,0,0,0,0,0,9,0
"Serpophaga cinerea",8.15,2,3,10,0,0,0,0,0,0,0,0,0
"Serpophaga hypoleuca",6.085,NA,3,10,0,0,0,0,0,0,0,0,0
"Serpophaga munda",5.7625,2.4,NA,10,0,0,0,0,0,0,0,0,0
"Serpophaga nigricans",8.5,NA,5,10,0,0,0,0,0,0,0,0,0
"Serpophaga subcristata",6.6375,2.4,9,10,0,0,0,0,0,0,0,0,0
"Setifer setosus",294,3.14,10,4,0,0,0,0,6,0,0,0,0
"Setonix brachyurus",3027.67,1,3,0,0,0,0,0,0,0,0,0,10
"Setopagis heterura",37,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setopagis parvula",37,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setopagis whitelyi",38,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setophaga ruticilla",8.295,4,10,8,0,0,0,0,0,1,0,1,0
"Setornis criniger",29.75,NA,3,3,0,0,0,0,0,7,0,0,0
"Sheppardia aequatorialis",16.275,2,2,10,0,0,0,0,0,0,0,0,0
"Sheppardia aurantiithorax",17.1,NA,1,10,0,0,0,0,0,0,0,0,0
"Sheppardia bocagei",18.3,2,3,10,0,0,0,0,0,0,0,0,0
"Sheppardia cyornithopsis",18.105,2,3,10,0,0,0,0,0,0,0,0,0
"Sheppardia gabela",11,NA,1,10,0,0,0,0,0,0,0,0,0
"Sheppardia gunningi",17.1775,NA,2,10,0,0,0,0,0,0,0,0,0
"Sheppardia lowei",18.4,NA,1,10,0,0,0,0,0,0,0,0,0
"Sheppardia montana",21.8,NA,1,10,0,0,0,0,0,0,0,0,0
"Sheppardia sharpei",14.7,2,2,10,0,0,0,0,0,0,0,0,0
"Sialia currucoides",29.6,5.25,8,6,0,0,0,0,0,3,0,1,0
"Sialia mexicana",26.745,5,4,7,0,0,0,0,0,2,0,1,0
"Sialia sialis",28.575,4.41,6,7,0,0,0,0,0,3,0,0,0
"Sibirionetta formosa",433.98,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sicalis auriventris",54.75,NA,4,0,0,0,0,0,0,0,0,10,0
"Sicalis citrina",11.7,NA,4,0,0,0,0,0,0,0,0,10,0
"Sicalis columbiana",13.625,NA,6,0,0,0,0,0,0,0,0,10,0
"Sicalis flaveola",17.925,3,7,0,0,0,0,0,0,0,0,10,0
"Sicalis lebruni",23.325,NA,2,0,0,0,0,0,0,0,0,10,0
"Sicalis lutea",21.815625,NA,2,0,0,0,0,0,0,0,0,10,0
"Sicalis luteocephala",21.815625,NA,2,0,0,0,0,0,0,0,0,10,0
"Sicalis luteola",16.075,NA,5,0,0,0,0,0,0,0,0,10,0
"Sicalis olivascens",21.325,NA,2,0,0,0,0,0,0,0,0,10,0
"Sicalis raimondii",15.8,NA,3,0,0,0,0,0,0,0,0,10,0
"Sicalis taczanowskii",21.815625,NA,2,0,0,0,0,0,0,0,0,10,0
"Sicalis uropygialis",21.815625,NA,NA,0,0,0,0,0,0,0,0,10,0
"Sicista armenica",34.180496195,NA,1,3,0,0,0,0,0,3,0,4,0
"Sicista betulina",8.92,5.1825,5,3,0,0,0,0,0,3,0,4,0
"Sicista caucasica",10,NA,1,3,0,0,0,0,0,3,0,4,0
"Sicista caudata",19.99972589,NA,3,3,0,0,0,0,0,3,0,4,0
"Sicista concolor",10.05,NA,3,3,0,0,0,0,0,3,0,4,0
"Sicista kazbegica",34.130496195,NA,1,3,0,0,0,0,0,3,0,4,0
"Sicista kluchorica",34.515496195,NA,1,3,0,0,0,0,0,3,0,4,0
"Sicista napaea",10,3.4925,2,3,0,0,0,0,0,3,0,4,0
"Sicista pseudonapaea",20.49972589,NA,3,3,0,0,0,0,0,3,0,4,0
"Sicista severtzovi",11.77,NA,NA,3,0,0,0,0,0,3,0,4,0
"Sicista strandi",10.3,5.075,1,3,0,0,0,0,0,3,0,4,0
"Sicista subtilis",11.75,NA,3,3,0,0,0,0,0,3,0,4,0
"Sicista tianshanica",10.9,4.37,2,3,0,0,0,0,0,3,0,4,0
"Sigelus silens",25.7,NA,NA,8,0,0,0,0,0,1,1,0,0
"Sigmodon alleni",174.09,5.44,2,5,0,0,0,0,0,0,0,0,5
"Sigmodon alstoni",55.7,5.135,3,5,0,0,0,0,0,0,0,0,5
"Sigmodon arizonae",198,5.44,1,5,0,0,0,0,0,0,0,0,5
"Sigmodon fulviventer",195.94,6.875,3,5,0,0,0,0,0,0,0,0,5
"Sigmodon hirsutus",130.37,5.44,3,5,0,0,0,0,0,0,0,0,5
"Sigmodon hispidus",110.65,5.44,2,5,0,0,0,0,0,0,0,0,5
"Sigmodon inopinatus",140.5,6.25,6,5,0,0,0,0,0,0,0,0,5
"Sigmodon leucotis",131.78,NA,1,5,0,0,0,0,0,0,0,0,5
"Sigmodon mascotensis",120,5.44,2,5,0,0,0,0,0,0,0,0,5
"Sigmodon ochrognathus",122,4,2,5,0,0,0,0,0,0,0,0,5
"Sigmodon peruanus",127.32,5.44,3,5,0,0,0,0,0,0,0,0,5
"Sigmodon planifrons",159.6,5.44,1,5,0,0,0,0,0,0,0,0,5
"Sigmodon toltecus",159.6,5.44,2,5,0,0,0,0,0,0,0,0,5
"Sigmodontomys alfari",50,NA,3,2,0,0,0,0,0,1,0,4,3
"Sigmodontomys aphrastus",60.5,NA,1,2,0,0,0,0,0,1,0,4,3
"Simias concolor",7393.9,1.02,2,0,0,0,0,0,0,1,0,1,8
"Simoxenops striatus",41.95,NA,NA,10,0,0,0,0,0,0,0,0,0
"Simoxenops ucayalae",49.8,NA,NA,10,0,0,0,0,0,0,0,0,0
"Siphonorhis brewsteri",51,NA,2,10,0,0,0,0,0,0,0,0,0
"Sipodotus wallacii",7.65,NA,1,10,0,0,0,0,0,0,0,0,0
"Siptornis striaticollis",13,NA,1,10,0,0,0,0,0,0,0,0,0
"Siptornopsis hypochondriaca",24.475,NA,NA,10,0,0,0,0,0,0,0,0,0
"Sirystes sibilator",32,NA,2,8,0,0,0,0,0,2,0,0,0
"Sitta azurea",16.27,3.5,2,10,0,0,0,0,0,0,0,0,0
"Sitta canadensis",10.35,5.5,5,5,0,0,0,0,0,0,0,5,0
"Sitta carolinensis",21,8,5,5,0,0,0,0,0,0,0,5,0
"Sitta cashmirensis",19.3375,4.9,1,7,0,0,0,0,0,0,0,3,0
"Sitta castanea",19.6475,4.7,5,7,0,0,0,0,0,0,0,3,0
"Sitta europaea",21.385,7.4,2,7,0,0,0,0,0,0,1,1,1
"Sitta formosa",16.27,4.9,2,10,0,0,0,0,0,0,0,0,0
"Sitta frontalis",16.55,4.5,6,10,0,0,0,0,0,0,0,0,0
"Sitta himalayensis",14.69,5.3,2,7,0,0,0,0,0,0,0,3,0
"Sitta krueperi",12.425,5.7,1,5,0,0,0,0,0,0,0,5,0
"Sitta ledanti",17.225,2.8,1,5,0,0,0,0,0,0,0,5,0
"Sitta leucopsis",14.835,6.9,2,10,0,0,0,0,0,0,0,0,0
"Sitta magna",42.69,3,2,6,0,0,0,0,0,4,0,0,0
"Sitta nagaensis",17.975,7.3,3,7,0,0,0,0,0,0,0,3,0
"Sitta neumayer",28.75,7.65,2,5,0,0,0,0,0,0,0,5,0
"Sitta oenochlamys",16.4,4.5,3,10,0,0,0,0,0,0,0,0,0
"Sitta pusilla",10.2375,5.07,2,6,0,0,0,0,0,0,0,4,0
"Sitta pygmaea",10.6,7,2,6,0,0,0,0,0,0,0,4,0
"Sitta solangiae",15.23,NA,2,10,0,0,0,0,0,0,0,0,0
"Sitta tephronota",35.2,6.5,4,6,0,0,0,0,0,0,0,4,0
"Sitta victoriae",16.27,4.2,1,10,0,0,0,0,0,0,0,0,0
"Sitta villosa",9.815,5.5,1,5,0,0,0,0,0,0,0,5,0
"Sitta whiteheadi",11.8,5.75,1,5,0,0,0,0,0,0,0,5,0
"Sitta yunnanensis",10.7475,NA,1,10,0,0,0,0,0,0,0,0,0
"Sittasomus griseicapillus",12.96,2.5,9,9,0,0,0,0,0,0,0,0,1
"Smicrornis brevirostris",5.325,2.7,9,8,0,0,0,0,0,0,0,2,0
"Sminthopsis aitkeni",22.5,NA,1,8,1,1,0,0,0,0,0,0,0
"Sminthopsis archeri",16,8.15,3,8,1,1,0,0,0,0,0,0,0
"Sminthopsis bindi",19.856944445,NA,3,8,1,1,0,0,0,0,0,0,0
"Sminthopsis butleri",25,NA,3,8,1,1,0,0,0,0,0,0,0
"Sminthopsis crassicaudata",15.98,6.76,7,8,1,1,0,0,0,0,0,0,0
"Sminthopsis dolichura",14.39,7.2,5,8,1,1,0,0,0,0,0,0,0
"Sminthopsis douglasi",55,6.785,3,8,1,1,0,0,0,0,0,0,0
"Sminthopsis fuliginosus",19.89,8,1,8,1,1,0,0,0,0,0,0,0
"Sminthopsis gilberti",19.5,NA,4,8,1,1,0,0,0,0,0,0,0
"Sminthopsis granulipes",25,NA,1,8,1,1,0,0,0,0,0,0,0
"Sminthopsis griseoventer",17.5,8,4,8,1,1,0,0,0,0,0,0,0
"Sminthopsis hirtipes",15,NA,5,8,1,1,0,0,0,0,0,0,0
"Sminthopsis leucopus",23.36,8.2,6,8,1,1,0,0,0,0,0,0,0
"Sminthopsis longicaudata",18,3.93,3,8,1,1,0,0,0,0,0,0,0
"Sminthopsis macroura",21.3,7,4,8,1,1,0,0,0,0,0,0,0
"Sminthopsis murina",17,8,6,8,1,1,0,0,0,0,0,0,0
"Sminthopsis ooldea",11.595,7.24,5,8,1,1,0,0,0,0,0,0,0
"Sminthopsis psammophila",33.5,5.49,3,8,1,1,0,0,0,0,0,0,0
"Sminthopsis virginiae",35.24,3.7075,3,8,1,1,0,0,0,0,0,0,0
"Sminthopsis youngsoni",10.1,5.495,3,8,1,1,0,0,0,0,0,0,0
"Smithornis capensis",23.3375,2.4,8,10,0,0,0,0,0,0,0,0,0
"Smithornis rufolateralis",18.72,2,3,10,0,0,0,0,0,0,0,0,0
"Smithornis sharpei",37.5,2,2,10,0,0,0,0,0,0,0,0,0
"Smutsia gigantea",32999.7005,NA,2,10,0,0,0,0,0,0,0,0,0
"Smutsia temminckii",9586.87,1,2,10,0,0,0,0,0,0,0,0,0
"Smutsornis africanus",87.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Snowornis cryptolophus",73.6875,NA,2,5,0,0,0,0,0,5,0,0,0
"Snowornis subalaris",81.2,NA,2,5,0,0,0,0,0,5,0,0,0
"Solenodon cubanus",824.62,1.5,1,3,1,2,0,0,0,2,0,0,2
"Solenodon paradoxus",900,1.75,2,3,1,2,0,0,0,2,0,0,2
"Solisorex pearsoni",9.228670278,NA,2,7,0,1,0,0,2,0,0,0,0
"Solomys ponceleti",1000,NA,2,0,0,0,0,0,0,5,5,0,0
"Solomys salebrosus",397,NA,1,0,0,0,0,0,0,5,5,0,0
"Solomys sapientis",546.01,NA,1,0,0,0,0,0,0,5,5,0,0
"Somateria fischeri",1550.455,4.5,8,7,0,0,0,0,0,1,0,1,1
"Somateria mollissima",2076.465,4.15,11,7,0,0,1,0,0,1,0,0,1
"Somateria spectabilis",1633.355,4.7,7,8,0,0,0,0,0,0,0,1,1
"Sommeromys macrorhinos",106.1952537,NA,1,1,0,0,0,0,0,1,0,2,6
"Sooretamys angouya",120.17,NA,3,2,0,0,0,0,0,2,0,2,4
"Sorex alaskanus",14,5.58,2,7,0,0,0,0,3,0,0,0,0
"Sorex alpinus",7.9,5.95,4,7,0,0,0,0,3,0,0,0,0
"Sorex antinorii",7.325418324,6.56,NA,7,0,0,0,0,3,0,0,0,0
"Sorex araneus",9.18,6.56,3,7,0,0,0,0,3,0,0,0,0
"Sorex arcticus",8.19,6.66,3,7,0,0,0,0,3,0,0,0,0
"Sorex arizonae",2.7,NA,2,7,0,0,0,0,3,0,0,0,0
"Sorex arunchi",6.687709162,NA,1,7,0,0,0,0,3,0,0,0,0
"Sorex asper",7.95,NA,NA,7,0,0,0,0,3,0,0,0,0
"Sorex bairdi",8.33,4.8,1,7,0,0,0,0,3,0,0,0,0
"Sorex bedfordiae",7.325418324,4.99,1,7,0,0,0,0,3,0,0,0,0
"Sorex bendirii",15.82,5,4,7,0,0,0,0,3,0,0,0,0
"Sorex buchariensis",6.383670278,NA,NA,7,0,0,0,0,3,0,0,0,0
"Sorex caecutiens",5.85,7.03,8,7,0,0,0,0,3,0,0,0,0
"Sorex camtschatica",6.05,6.5,1,7,0,0,0,0,3,0,0,0,0
"Sorex cansulus",6.3,5.945,NA,7,0,0,0,0,3,0,0,0,0
"Sorex cinereus",4.66,6.495,6,7,0,0,0,0,3,0,0,0,0
"Sorex coronatus",9.32,5.485,3,7,0,0,0,0,3,0,0,0,0
"Sorex cylindricauda",6.687709162,4.99,1,7,0,0,0,0,3,0,0,0,0
"Sorex daphaenodon",8.1,5.99,3,7,0,0,0,0,3,0,0,0,0
"Sorex dispar",4.99,4.01,2,7,0,0,0,0,3,0,0,0,0
"Sorex emarginatus",7,NA,1,7,0,0,0,0,3,0,0,0,0
"Sorex excelsus",7.5,6.56,1,7,0,0,0,0,3,0,0,0,0
"Sorex fumeus",7.83,5.3675,2,7,0,0,0,0,3,0,0,0,0
"Sorex gracillimus",4.4,5.175,2,7,0,0,0,0,3,0,0,0,0
"Sorex granarius",6.3,5.645,4,7,0,0,0,0,3,0,0,0,0
"Sorex haydeni",3.5,6.785,6,7,0,0,0,0,3,0,0,0,0
"Sorex hosonoi",3.25,NA,3,7,0,0,0,0,3,0,0,0,0
"Sorex hoyi",3.37,5.7,7,7,0,0,0,0,3,0,0,0,0
"Sorex isodon",12.23,7.09,2,7,0,0,0,0,3,0,0,0,0
"Sorex ixtlanensis",7.325418324,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorex jacksoni",5.2,6.5,3,7,0,0,0,0,3,0,0,0,0
"Sorex kozlovi",6.687709162,NA,NA,7,0,0,0,0,3,0,0,0,0
"Sorex leucogaster",4.83,6.355,1,7,0,0,0,0,3,0,0,0,0
"Sorex longirostris",3.485,4.43,5,7,0,0,0,0,3,0,0,0,0
"Sorex lyelli",4.99,NA,3,7,0,0,0,0,3,0,0,0,0
"Sorex macrodon",8.61,NA,1,7,0,0,0,0,3,0,0,0,0
"Sorex maritimensis",7.2,6.63,4,7,0,0,0,0,3,0,0,0,0
"Sorex mediopua",7.325418324,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorex merriami",5.9,5.995,3,7,0,0,0,0,3,0,0,0,0
"Sorex milleri",4.07,NA,1,7,0,0,0,0,3,0,0,0,0
"Sorex minutissimus",2.46,8.99,4,7,0,0,0,0,3,0,0,0,0
"Sorex minutus",4.32,5.9725,8,7,0,0,0,0,3,0,0,0,0
"Sorex mirabilis",15,NA,1,7,0,0,0,0,3,0,0,0,0
"Sorex monticolus",5.99,5.725,6,7,0,0,0,0,3,0,0,0,0
"Sorex nanus",2.57,6.4925,5,7,0,0,0,0,3,0,0,0,0
"Sorex neomexicanus",6.05,5.71,2,7,0,0,0,0,3,0,0,0,0
"Sorex oreopolus",7,NA,2,7,0,0,0,0,3,0,0,0,0
"Sorex orizabae",6.05,5.545,3,7,0,0,0,0,3,0,0,0,0
"Sorex ornatus",5.31,4.9925,5,7,0,0,0,0,3,0,0,0,0
"Sorex pacificus",6.71,4.4675,1,7,0,0,0,0,3,0,0,0,0
"Sorex palustris",13.07,5.52,5,7,0,0,0,0,3,0,0,0,0
"Sorex planiceps",6.05,5.905,2,7,0,0,0,0,3,0,0,0,0
"Sorex portenkoi",5.2,6.5,NA,7,0,0,0,0,3,0,0,0,0
"Sorex preblei",3.14,NA,6,7,0,0,0,0,3,0,0,0,0
"Sorex pribilofensis",6.687709162,NA,2,7,0,0,0,0,3,0,0,0,0
"Sorex raddei",10,2.69,2,7,0,0,0,0,3,0,0,0,0
"Sorex roboratus",9.12,7.0425,2,7,0,0,0,0,3,0,0,0,0
"Sorex rohweri",7.325418324,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorex samniticus",8.24,6.56,2,7,0,0,0,0,3,0,0,0,0
"Sorex satunini",8.157340556,6.295,2,7,0,0,0,0,3,0,0,0,0
"Sorex saussurei",4.65,NA,2,7,0,0,0,0,3,0,0,0,0
"Sorex sclateri",7,NA,1,7,0,0,0,0,3,0,0,0,0
"Sorex shinto",6,6.82,2,7,0,0,0,0,3,0,0,0,0
"Sorex sinalis",8.2,6.56,1,7,0,0,0,0,3,0,0,0,0
"Sorex sonomae",8.3,4.745,3,7,0,0,0,0,3,0,0,0,0
"Sorex stizodon",7,NA,1,7,0,0,0,0,3,0,0,0,0
"Sorex tenellus",3.8,NA,3,7,0,0,0,0,3,0,0,0,0
"Sorex thibetanus",6.05,5.905,NA,7,0,0,0,0,3,0,0,0,0
"Sorex trowbridgii",4.73,4.0325,3,7,0,0,0,0,3,0,0,0,0
"Sorex tundrensis",7.73,7.695,6,7,0,0,0,0,3,0,0,0,0
"Sorex ugyunak",3.6,6.5,1,7,0,0,0,0,3,0,0,0,0
"Sorex unguiculatus",14.11,5.24,2,7,0,0,0,0,3,0,0,0,0
"Sorex vagrans",5.9,5.6925,4,7,0,0,0,0,3,0,0,0,0
"Sorex ventralis",7,NA,2,7,0,0,0,0,3,0,0,0,0
"Sorex veraecrucis",6.05,NA,2,7,0,0,0,0,3,0,0,0,0
"Sorex veraepacis",7.5,NA,1,7,0,0,0,0,3,0,0,0,0
"Sorex volnuchini",4.61,5.905,2,7,0,0,0,0,3,0,0,0,0
"Sorex yukonicus",6.05,8.99,1,7,0,0,0,0,3,0,0,0,0
"Soricomys kalinga",35.34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soricomys musseri",35.37,NA,1,10,0,0,0,0,0,0,0,0,0
"Soriculus nigrescens",14.58,4.89,2,7,0,0,0,0,3,0,0,0,0
"Spalacopus cyanus",109.5,2.77,5,0,0,0,0,0,0,0,0,0,10
"Spalax arenarius",470,2.76,1,0,0,0,0,0,0,0,0,0,10
"Spalax ehrenbergi",164.35,3.24,4,0,0,0,0,0,0,0,0,3,7
"Spalax giganteus",256.6025,NA,2,0,0,0,0,0,0,0,0,0,10
"Spalax graecus",316.04,2.76,4,0,0,0,0,0,0,0,0,0,10
"Spalax leucodon",188.67,3.305,2,0,0,0,0,0,0,0,0,3,7
"Spalax microphthalmus",470,2.835,1,0,0,0,0,0,0,0,0,0,10
"Spalax nehringi",180.65,3.5,1,0,0,0,0,0,0,0,0,3,7
